state,county,region,metro_status,rural_urban_code,perc_complete_vac,tot_pop,votes_Trump,votes_Biden,perc_Biden,ed_somecol_perc,ed_bachormore_perc,unemployment_rate_2020,median_HHincome_2019
Texas,Childress County,South,Non-metro,7,43.6,7306,1943,310,13.6024572,28.87215233,18.25028992,3.7,44095
Kentucky,Bullitt County,South,Metro,1,40.4,81676,30708,10552,25.125006,32.12516022,14.7324543,6.4,66335
Michigan,Benzie County,Midwest,Non-metro,9,62.9,17766,6601,5480,44.690915,31.82057571,30.25513649,9.4,56934
Texas,La Salle County,South,Non-metro,6,57.2,7520,1335,1052,43.7240233,17.50429916,7.490922928,6.8,41683
Alabama,Winston County,South,Non-metro,6,20,23629,10195,974,8.6316909,27.76871109,12.82933044,4.7,40827
Arkansas,Baxter County,South,Non-metro,7,43.6,41932,15836,4635,22.0640739,34.54288101,17.8819828,5.9,41950
Alabama,St. Clair County,South,Metro,1,35.5,89512,36166,7744,17.4253505,32.89756393,16.08491707,4.9,65403
Nevada,Lincoln County,West,Non-metro,8,35.1,5183,2067,330,13.4914146,32.31887817,19.60678673,5.1,58782
Pennsylvania,Cumberland County,Northeast,Metro,2,63.5,253370,77212,62245,43.9598856,23.78580475,36.58244705,6.7,75269
Oregon,Curry County,West,Non-metro,7,51.1,22925,8484,6058,40.5896147,38.33042145,24.59025383,8.7,51267
Indiana,Lake County,Midwest,Metro,1,51.1,485493,91760,124870,56.770445,31.0261631,22.56681252,10.3,57280
Maine,Washington County,Northeast,Non-metro,7,64.9,31379,10194,6761,38.952584,29.22923851,22.03661156,6.2,39068
California,Yolo County,West,Metro,1,61.2,220500,27292,67598,69.4995065,27.01707077,41.42382431,7.5,70951
North Dakota,Burke County,Midwest,Non-metro,9,35.8,2115,994,137,11.8614719,42.05607605,22.76368523,5.3,67545
Virginia,Stafford County,South,Metro,1,49.6,152882,37636,40245,50.5431711,30.44917488,39.91271973,5.7,109090
Michigan,Ottawa County,Midwest,Metro,2,52.8,291830,100913,64705,38.3521128,30.6830101,34.0529213,6.8,69827
Colorado,Weld County,West,Metro,2,53.5,324492,96145,66060,39.5644674,33.24158096,27.52925682,7,78160
Texas,Lamb County,South,Non-metro,6,37.8,12893,3521,840,19.0562613,28.10661507,14.35946655,5.2,42719
Indiana,Perry County,Midwest,Non-metro,6,52.6,19169,5345,3203,36.7232286,29.45281029,16.11458015,6.5,53908
Missouri,Ste. Genevieve County,Midwest,Non-metro,6,41.7,17894,6630,2713,28.6060734,30.34825897,19.72676277,4.9,61662
Texas,Crane County,South,Non-metro,6,32.4,4797,1247,241,16.0345975,32.0124054,14.71399021,13.6,68626
Florida,Clay County,South,Metro,1,44.6,219252,84480,38317,30.800209,35.83276749,24.94500732,5.4,75776
California,Monterey County,West,Metro,2,60.9,434061,46299,113953,69.5331425,26.4967289,24.70580482,10.8,76509
Minnesota,Becker County,Midwest,Non-metro,6,49.7,34423,12438,6589,33.9621669,36.5946846,24.96887398,6.2,61311
Iowa,Crawford County,Midwest,Non-metro,7,49.5,16820,4854,2220,31.0315907,28.54571724,14.25485992,5.2,58077
Michigan,Crawford County,Midwest,Non-metro,7,48,14029,5087,2672,33.9905864,37.48209,19.39058113,10.4,49114
Mississippi,Scott County,South,Non-metro,6,45.3,28124,6285,4330,40.3015637,25.1083889,11.39171886,5.8,41532
New York,Onondaga County,Northeast,Metro,2,66.9,460528,90619,138894,59.170554,29.72761726,35.88948822,8.4,61597
New Hampshire,Sullivan County,Northeast,Non-metro,7,57.5,43146,11508,12390,50.8140918,26.68979073,28.10537148,5.4,63518
Mississippi,Perry County,South,Metro,3,33.5,11973,4500,1362,22.9989868,31.82596016,10.73087311,8.7,43106
Oklahoma,Custer County,South,Non-metro,7,44,29003,8060,2369,22.1588252,31.73462105,24.78788567,5.4,51803
Minnesota,Pipestone County,Midwest,Non-metro,6,49.7,9126,3553,1306,26.437247,32.8555336,21.32388496,4,55405
Florida,Sarasota County,South,Metro,2,64.7,433742,148370,120110,44.3906495,28.76279831,35.41682816,6.8,66258
Virginia,Northampton County,South,Non-metro,8,65.5,11710,2955,3667,54.471182399999996,24.89659882,22.63327217,7.8,45235
Texas,Chambers County,South,Metro,1,41.7,43837,17353,3997,18.4601884,38.83677292,22.74763489,9.5,93351
Ohio,Clinton County,Midwest,Non-metro,6,42.4,41968,15488,4697,22.8820578,30.29088402,18.91805649,8.3,52870
Indiana,Dubois County,Midwest,Non-metro,5,52.7,42736,15033,6292,28.9021589,27.19617081,23.73680878,4.5,63869
Kentucky,Mason County,South,Non-metro,6,46.2,17070,5477,2362,29.6808243,32.14832306,19.46759605,8,47861
Colorado,Summit County,West,Non-metro,5,76.7,31011,5322,12631,68.3532659,22.56089783,52.36525726,9.8,86570
West Virginia,Harrison County,South,Non-metro,5,21,67256,20683,9215,30.2478254,26.89025116,23.27961159,7.9,53909
Oklahoma,Craig County,South,Non-metro,6,47.8,14142,4686,1217,20.1757294,32.55076599,14.68053532,5.4,42978
Arkansas,Craighead County,South,Metro,3,40.1,110332,25558,11921,30.9547921,28.51052666,26.23252678,5.3,47766
Oklahoma,Tillman County,South,Non-metro,6,44.6,7250,2076,597,22.0457903,26.79816628,17.25443268,6.3,41251
Kansas,Montgomery County,Midwest,Non-metro,5,41.2,31829,9768,3147,23.8825226,40.14764786,19.51330566,7.3,44240
Washington,Benton County,West,Metro,2,50.7,204390,60365,38706,37.5666049,34.7929039,30.9143486,8.2,72847
California,Nevada County,West,Non-metro,4,57.3,99755,26779,36359,56.1633044,38.75,37.24605179,8,69550
Oklahoma,Pawnee County,South,Metro,2,44.9,16376,5267,1363,20.0854701,27.92058182,16.62825775,6.5,47646
Virginia,Winchester city,South,Metro,3,41.2,28078,5221,6610,54.6010243,24.41195488,35.08308029,5.8,60254
Florida,Flagler County,South,Metro,2,58.1,115081,43043,28161,39.267388,32.80541992,25.08944321,7.6,62831
New Mexico,Grant County,West,Non-metro,7,62.5,26998,6553,7590,52.5805334,32.21358871,28.81925201,9,43175
Indiana,Johnson County,Midwest,Metro,1,53.5,158167,51219,24736,31.8688964,28.30277061,32.67881393,5.6,74427
Oklahoma,Delaware County,South,Non-metro,6,33.7,43009,13557,3472,20.133372,31.03020859,18.10530472,5.3,44602
Pennsylvania,Lebanon County,Northeast,Metro,3,51.4,141793,46731,23932,33.3045729,22.46921539,20.68001938,7.9,61560
Texas,Mitchell County,South,Non-metro,7,32.9,8545,2170,397,15.3935634,27.09006119,11.32041645,7.9,44457
Maryland,Calvert County,South,Metro,1,61.8,92525,25346,22587,45.9907965,31.97326851,32.40654755,5.2,111056
Michigan,Mackinac County,Midwest,Non-metro,7,70.6,10799,4304,2632,37.5196009,33.42083359,23.25498199,13.4,44986
Vermont,Essex County,Northeast,Non-metro,9,35.6,6163,1773,1405,42.7311436,24.6566658,16.18423843,6.5,45796
Georgia,Camden County,South,Non-metro,4,44.2,54666,15249,7967,33.6359031,35.26420593,23.87522697,4.7,58552
Texas,Hartley County,South,Non-metro,7,43.3,5576,1868,195,9.3840231,27.19400978,17.83290482,2.1,72796
Texas,Deaf Smith County,South,Non-metro,6,38.6,18546,3294,1264,27.4186551,25.29320908,11.9829073,3.6,46178
Missouri,Laclede County,Midwest,Non-metro,6,34,35723,13762,2780,16.5545168,29.76947784,14.58316135,8.3,43969
Mississippi,Forrest County,South,Metro,3,37.5,74897,17290,13755,43.356974,32.3758049,27.76686096,8,40224
North Carolina,Bladen County,South,Non-metro,6,44.7,32722,9676,7326,42.779562,32.14300537,15.81494331,7.2,42260
Michigan,Monroe County,Midwest,Metro,3,51.7,150500,52710,32975,37.8379309,35.66193771,20.51445389,8.9,64341
New York,Greene County,Northeast,Non-metro,6,57.1,47188,14271,10346,41.065333,25.89722633,22.07076073,8.3,54746
Oklahoma,Washington County,South,Non-metro,4,38.6,51527,17076,5790,24.6372495,27.93018913,28.4743557,5.9,62515
Illinois,Stark County,Midwest,Metro,2,48.2,5342,2004,815,28.2397782,32.63727951,17.04047394,7.3,54804
Minnesota,Rice County,Midwest,Non-metro,4,57.4,66972,17464,17402,48.7642213,31.39320946,28.28948975,5.2,72438
Ohio,Holmes County,Midwest,Non-metro,7,16.7,43960,10796,1994,15.4012513,14.35533524,9.65339756,3.9,62596
South Dakota,Corson County,Midwest,Non-metro,9,32.2,4086,647,622,48.4801247,32.40781021,17.83080292,5,32848
Illinois,Douglas County,Midwest,Non-metro,6,43.8,19465,6227,2335,26.6552511,30.97689247,18.85914803,5.6,64283
Illinois,Henry County,Midwest,Metro,2,54.4,48913,15300,9797,38.1206226,34.18464661,23.29496193,7.8,61680
Wisconsin,Crawford County,Midwest,Non-metro,7,53,16131,4620,3953,45.4629097,33.23652649,18.44195747,7.3,51919
California,Santa Clara County,West,Metro,1,76.1,1927852,214612,617967,72.6573798,21.87746811,52.4001503,7,132444
Delaware,Sussex County,South,Metro,2,60.7,234225,71230,56682,43.8199641,28.66261673,28.27259827,7.5,64839
Michigan,Charlevoix County,Midwest,Non-metro,7,60.4,26143,9841,6939,40.8176471,33.22784805,31.08009911,9.8,58831
Texas,Somervell County,South,Metro,1,40.2,9128,4105,768,15.5245603,24.68384743,26.41267776,6.5,67897
Massachusetts,Nantucket County,Northeast,Non-metro,7,1.4,11399,1914,5241,71.7355598,22.96142578,52.83203125,10.3,96030
West Virginia,Pleasants County,South,Non-metro,6,13.9,7460,2742,699,20.0229161,26.80317307,11.56613159,11.1,54972
Texas,Dimmit County,South,Non-metro,6,56.4,10124,1384,2264,61.756683,16.62028503,13.5590601,6.4,40315
South Dakota,Brown County,Midwest,Non-metro,5,50,38839,10580,6538,37.2599305,31.99393272,29.41885757,4.4,61447
Kansas,Graham County,Midwest,Non-metro,9,67.2,2482,1052,222,17.0506912,35.96629715,24.74986839,4.6,48912
Kansas,Meade County,Midwest,Non-metro,9,36.3,4033,1508,261,14.4438296,34.02323914,20.29774857,2.8,64640
Ohio,Knox County,Midwest,Non-metro,4,39.3,62322,22340,8589,27.3552456,28.52901077,22.96177101,6.2,59957
Wisconsin,Oconto County,Midwest,Metro,2,48.6,37930,16226,6715,28.9252638,31.90888405,16.78919411,6.3,66401
Florida,Gulf County,South,Metro,3,46.9,13639,6113,1985,24.3170403,30.38313484,19.2404213,5.9,53228
Texas,DeWitt County,South,Non-metro,6,41.8,20160,6567,1494,18.4035477,29.06499863,12.58950329,6,52544
Idaho,Power County,West,Non-metro,6,42.3,7681,2116,865,28.0298121,31.43260193,15.13197708,4.1,50981
Nevada,Churchill County,West,Non-metro,6,43.9,24909,9372,3051,23.6695112,41.24747467,18.79533768,5.6,56335
Wisconsin,Grant County,Midwest,Non-metro,6,50.5,51439,14142,10998,42.9475164,33.27357864,23.8481617,5.3,56418
Kansas,Rooks County,Midwest,Non-metro,9,44.3,4920,2294,332,12.4765126,35.19241333,23.08979416,4,49485
Iowa,Chickasaw County,Midwest,Non-metro,6,50.4,11933,4308,2233,33.6751621,31.98214531,17.21558762,4.7,60111
Montana,Ravalli County,West,Non-metro,6,44.9,43806,19114,8763,30.7398183,33.35974503,27.81668854,5.8,57209
Colorado,Chaffee County,West,Non-metro,7,58.9,20356,6222,7160,52.1980025,32.73851776,33.7821312,6.3,60331
Iowa,Sac County,Midwest,Non-metro,9,48.9,9721,4061,1389,25.0948509,35.85938644,20.02593231,3.5,59392
South Dakota,Grant County,Midwest,Non-metro,7,43.6,7052,2618,1056,28.1975968,30.63316536,21.86934662,4,60057
Texas,Potter County,South,Metro,2,40,117415,22820,9921,29.7740164,30.06049156,14.89156532,5.5,41138
North Dakota,Cavalier County,Midwest,Non-metro,9,55.3,3762,1499,474,23.4653465,40.91243744,19.46284103,3.5,63484
Indiana,Vermillion County,Midwest,Metro,3,43.4,15498,5184,2145,28.6726373,33.39136887,14.22157097,7.5,50723
Kansas,Ford County,Midwest,Non-metro,5,38,33619,5763,2926,33.0621469,30.55364418,17.72052383,3.4,54604
Montana,Liberty County,West,Non-metro,9,31.5,2337,821,249,22.9916898,33.5060463,15.19861794,2.8,41240
Michigan,Iron County,Midwest,Non-metro,7,52.9,11066,4216,2493,36.7211666,30.70034409,18.49598122,8.1,46814
Ohio,Gallia County,Midwest,Non-metro,6,40.7,29898,10645,2990,21.6682368,26.91172981,15.89359093,8,48094
Virginia,Frederick County,South,Metro,3,44.6,89313,30558,17207,35.3304725,28.54868889,28.25547791,4.6,83672
North Carolina,Avery County,South,Non-metro,8,48.9,17557,7172,2191,23.1655741,32.67787552,20.67697334,6.3,45823
South Dakota,Hutchinson County,Midwest,Non-metro,8,50,7291,2944,762,20.2282984,29.31517792,25.19022751,3.8,59336
Ohio,Delaware County,Midwest,Metro,1,66.4,209177,66356,57735,45.7959864,23.79264259,54.31627274,5.3,110252
Kansas,Cheyenne County,Midwest,Non-metro,9,41.1,2657,1158,220,15.7142857,33.76963425,28.90052414,2.2,47323
Florida,Okaloosa County,South,Metro,3,53.1,210738,79798,34248,29.4295068,36.54463959,31.11123848,5.5,63520
New York,Albany County,Northeast,Metro,2,67.4,305506,51081,99474,64.551171,27.36118889,41.82258224,7.2,69408
Virginia,Hanover County,South,Metro,1,55.3,107766,44318,25307,35.6602364,27.87408257,39.76612854,4.8,90824
Mississippi,Panola County,South,Non-metro,6,42.1,34192,8060,7403,47.3488967,29.09613228,14.85966873,9.8,40655
Iowa,Ida County,Midwest,Non-metro,8,45.6,6860,2880,917,23.82437,35.80221176,18.58960915,3.6,58249
Texas,Irion County,South,Metro,3,38.5,1536,759,120,13.4983127,40.51972961,15.01443672,6,68630
Kansas,Rawlins County,Midwest,Non-metro,9,39,2530,1253,214,14.3048128,41.9284935,24.05200386,2.5,50768
New Mexico,Catron County,West,Non-metro,9,42.3,3527,1698,595,25.5803955,31.31384277,15.67453289,7.2,37190
West Virginia,Hampshire County,South,Metro,3,23.1,23175,8033,1939,19.2246679,25.75881386,12.35115528,5.5,54811
Pennsylvania,Northumberland County,Northeast,Non-metro,4,56.1,90843,28952,12677,29.9813164,21.66924667,16.59274864,9.4,47967
Missouri,Wright County,Midwest,Non-metro,6,33.4,18289,7453,1168,13.3653736,24.77602196,10.20524502,7,39384
Florida,Bay County,South,Metro,3,45.7,174705,66097,25614,27.5348297,35.93484879,23.71805763,6.1,58376
Illinois,Carroll County,Midwest,Non-metro,7,57.5,14305,5105,2748,34.2472582,33.50839233,19.5254612,7.2,56468
North Carolina,Cleveland County,South,Non-metro,4,44.5,97947,33798,16955,33.045529,32.25473404,17.57023621,7.8,46012
Michigan,Wexford County,Midwest,Non-metro,7,47.7,33631,12102,5838,31.9627703,34.94236755,18.22081566,10.2,53146
Florida,Dixie County,South,Non-metro,6,31.4,16826,6759,1365,16.7136035,24.77847862,10.39354992,5.5,39793
Virginia,Falls Church city,South,Metro,1,54.4,14617,1490,7146,81.0295952,14.06054306,77.55741119,3.8,137849
Georgia,Butts County,South,Metro,1,14.7,24936,8406,3274,27.8141194,23.65306473,12.23576546,6.2,47410
Missouri,St. Clair County,Midwest,Non-metro,8,31.8,9397,3932,988,19.8632891,29.49619675,13.89407158,6.1,39319
Kentucky,Carroll County,South,Non-metro,6,41.9,10631,2954,1116,26.9825919,29.7854557,8.219559669,5.9,51672
Illinois,Whiteside County,Midwest,Non-metro,4,53.4,55175,14527,12253,44.7598174,34.63653183,18.22948456,8,50880
Kentucky,Monroe County,South,Non-metro,8,42,10650,4628,657,12.326454,21.12998962,14.37432575,5.4,36512
Nebraska,Otoe County,Midwest,Non-metro,6,50.5,16012,5649,2490,29.8025135,34.01862335,23.43505096,3.5,66293
Texas,Yoakum County,South,Non-metro,7,36.6,8713,2174,420,15.963512,24.62548828,12.70264721,11.9,62636
New York,Orleans County,Northeast,Metro,1,50.3,40352,12126,5587,30.7755866,33.23163605,16.1903801,8.4,53115
Kentucky,Spencer County,South,Metro,1,25.6,19351,8737,2530,22.128925,33.79273224,20.29565811,5.8,79863
Louisiana,East Baton Rouge Parish,South,Metro,2,50.7,440059,88420,115577,55.5172878,28.2620697,34.93144608,7.8,56303
Illinois,Greene County,Midwest,Non-metro,6,36.4,12969,4770,1349,21.6637225,30.18423271,12.79991436,6.5,52116
Mississippi,Monroe County,South,Non-metro,7,46.3,35252,11177,5874,33.9950229,28.25296783,16.73532104,8.9,42464
Indiana,Fulton County,Midwest,Non-metro,7,37.2,19974,6694,2280,24.9262053,31.33217812,15.80696392,6.6,55011
Virginia,Scott County,South,Metro,2,51.5,21566,9063,1692,15.5672095,30.02800179,13.31872368,5.3,41288
South Dakota,Fall River County,Midwest,Non-metro,6,55.7,6713,2878,1053,26.0514597,38.2708931,21.05667686,6,49965
Virginia,Warren County,South,Metro,1,35.5,40164,14069,6603,31.2242871,29.30958748,21.71432686,5.8,69878
Georgia,Grady County,South,Non-metro,6,20,24633,7034,3619,33.8003175,27.02415466,13.93137646,4.4,42603
Mississippi,Holmes County,South,Non-metro,6,52.8,17010,1369,6588,81.1829945,25.65597725,10.17674923,16.2,26348
North Carolina,Carteret County,South,Non-metro,4,52.5,69473,30028,12093,28.3241597,36.88736343,29.07704926,6.2,60058
Missouri,Hickory County,Midwest,Non-metro,8,35.9,9544,3966,1056,20.7874016,30.7514286,8.970868111,5.1,32934
Oklahoma,Canadian County,South,Metro,1,51.9,148306,43550,16742,27.0293833,34.18776703,27.39818764,6,75111
Arkansas,Randolph County,South,Non-metro,7,36.3,17958,5355,1215,17.8361715,32.93001938,13.84892082,5.9,42875
Indiana,LaGrange County,Midwest,Non-metro,6,21.3,39614,8110,2355,22.1480297,20.78122902,10.47236061,6.4,70746
Michigan,Presque Isle County,Midwest,Non-metro,7,56.7,12592,5342,2911,34.8873442,33.46421051,17.88986206,11.1,47339
Kansas,Scott County,Midwest,Non-metro,7,43.1,4823,1991,290,12.4892334,32.35020065,25.11642265,2.5,62914
Wyoming,Uinta County,West,Non-metro,7,42.9,20226,7496,1591,16.9219315,35.18975449,16.02900314,6.3,70756
Kentucky,Grant County,South,Metro,1,43.5,25069,8725,2205,19.8505582,26.29291534,12.92605686,7.1,55210
Texas,Reagan County,South,Non-metro,6,36.8,3849,942,172,15.3024911,29.83908081,10.48275852,9.7,67384
Georgia,Jackson County,South,Non-metro,4,25.3,72977,29502,7642,20.284008,29.21691322,22.69664383,4.4,66645
Wisconsin,Waukesha County,Midwest,Metro,1,63.3,404198,159649,103906,38.7714742,29.10834694,44.46638107,5.6,91070
Wyoming,Johnson County,West,Non-metro,7,38.4,8445,3881,897,18.2539683,37.39904404,31.74550819,5.5,57224
West Virginia,Pocahontas County,South,Non-metro,9,23.9,8247,2895,1047,26.1227545,20.00618935,14.79189205,9.3,39454
Illinois,Moultrie County,Midwest,Non-metro,6,39.7,14501,4964,1662,24.6441281,32.71679688,18.64766502,5,65472
Illinois,Brown County,Midwest,Non-metro,7,47.3,6578,1931,486,19.2475248,31.42093277,14.06539154,3.8,60254
Kentucky,Harlan County,South,Non-metro,7,42.5,26010,9367,1494,13.6177194,27.36802673,10.83061409,11.9,30050
New York,Erie County,Northeast,Metro,1,62.7,918702,197527,267174,56.4824818,29.86465454,34.35565567,9.5,60620
Mississippi,Pike County,South,Non-metro,6,45,39288,8479,8646,49.8041475,30.65073967,16.61427307,8.9,35044
Indiana,Jay County,Midwest,Non-metro,6,35.4,20436,6361,1926,22.7632668,27.71189499,11.40050888,6.6,49447
Mississippi,Yalobusha County,South,Non-metro,7,60.2,12108,3671,2785,42.5971245,29.29728508,13.77461815,7.9,40515
Michigan,Calhoun County,Midwest,Metro,3,47.3,134159,36221,28877,43.5675382,33.18740082,21.03975296,9.7,50205
Oregon,Wasco County,West,Non-metro,6,60,26682,7035,6604,46.7374381,37.73430252,19.57484055,7.1,56993
Kansas,Coffey County,Midwest,Non-metro,6,48.5,8179,3407,928,20.8633094,36.08777618,24.54997444,5.2,62715
South Dakota,Yankton County,Midwest,Non-metro,7,57.9,22814,6581,4016,36.8440367,29.81726456,25.66477585,4.6,60868
Mississippi,Harrison County,South,Metro,2,48.5,208080,46822,27728,36.5491333,36.08623886,23.06129456,9.5,49619
Tennessee,Hamilton County,South,Metro,2,51.2,367804,92108,75522,44.1357466,30.38948441,32.17816544,7.1,57802
New York,Schoharie County,Northeast,Metro,2,52.1,30999,9903,5345,34.0229153,31.49401665,22.43489265,7.1,58927
Illinois,Alexander County,Midwest,Metro,3,26.9,5761,1486,1114,42.4380952,32.91082764,12.89748764,9.8,37408
North Carolina,Gates County,South,Metro,1,45.9,11562,3367,2546,42.6394239,36.81062317,14.3079319,5.7,54204
Minnesota,Wabasha County,Midwest,Metro,3,66.5,21627,8153,4696,35.7845005,36.65738678,23.70005798,5.3,63435
Kentucky,Perry County,South,Non-metro,7,56.8,25758,8129,2356,22.1720309,29.4980526,14.3969698,8.9,38000
Utah,Duchesne County,West,Non-metro,7,37.9,19938,7513,843,9.8897231,37.39706421,14.65319633,7.7,59437
California,Alameda County,West,Metro,1,71.7,1671329,136309,617659,80.229625,23.45543671,47.4224472,8.8,107589
Illinois,Morgan County,Midwest,Non-metro,4,50.4,33658,9950,5076,33.1050675,31.36504936,19.28637505,6.9,55937
Virginia,Franklin County,South,Metro,2,40.6,56042,20895,8381,28.2169551,31.36054039,21.85096359,5.5,61878
Kentucky,Webster County,South,Non-metro,8,42.3,12942,4506,1412,23.560821,25.38699722,10.01769161,6.4,49079
Georgia,Charlton County,South,Non-metro,6,12.7,13392,3419,1105,24.1900175,25.19409561,8.813559532,3.8,42891
Utah,Sevier County,West,Non-metro,7,37.8,21620,9052,1084,10.4602914,39.42787933,18.46526337,4.2,58983
Missouri,Lafayette County,Midwest,Metro,1,41.8,32708,12273,4472,26.2210495,26.78862762,20.25126648,5.3,62264
Kansas,Trego County,Midwest,Non-metro,9,37.1,2803,1341,238,14.8471616,37.27145004,24.84763336,3.5,52597
